,sentence,label,idx
3783,John put books in the box.,0,3783
3784,John talked to Bill about the exam.,1,3784
3785,She reminded him of the last time they met.,1,3785
3786,They would inform Mary of any success they have made.,1,3786
3787,John gave a book to the student.,0,3787
3788,John bought a book for the student.,1,3788
3789,The bus stopped suddenly.,1,3789
3790,Shakespeare wrote his plays a long time ago.,1,3790
3791,They went to the theater in London.,1,3791
3792,He failed chemistry because he can't understand it.,0,3792
3793,John gave Tom a book a record.,0,3793
3794,I saw this film several times last year during the summer.,1,3794
3795,My uncle visited today.,1,3795
3796,Today was visited by my uncle.,1,3796
3797,The termites destroyed the sand castle.,1,3797
3798,Being honest is not an easy task.,0,3798
3799,That John passed surprised her.,1,3799
3800,To finish this work on time is almost unexpected.,1,3800
3801,Under the bed is a safe place to hide.,1,3801
3802,I sent a surprise present to John.,1,3802
3803,They wondered what she did yesterday.,1,3803
3804,They believed that everybody would pass the test.,0,3804
3805,Are you going on holiday before or after Easter? I prefer after Easter.,0,3805
3806,"That John passed surprised her, didn't it?",1,3806
3807,That the march should go ahead and that it should be cancelled have been argued by different people at different times.,0,3807
3808,That the march should go ahead and that it should be cancelled has been argued by different people at different times.,0,3808
3809,"To finish it on time made quite a statement, didn't it?",1,3809
3810,To delay the march and to go ahead with it have been argued by different people at different times.,1,3810
3811,To delay the march and to go ahead with it has been argued by different people at different times.,0,3811
3812,The little cat devoured a mouse last night.,0,3812
3813,John left very early.,1,3813
3814,John studied hard to pass the exam.,1,3814
3815,She disappeared when the main party arrived.,1,3815
3816,A boy hit the ball.,0,3816
3817,The students felt comfortable in the class.,0,3817
3818,John gave a book to the students.,1,3818
3819,John died last night.,0,3819
3820,John bought a lot of books for his sons.,1,3820
3821,John promised Bill to leave tomorrow morning.,0,3821
3822,John deprived his sons of game cards.,1,3822
3823,Mary received an award from the department.,1,3823
3824,John told the rumor to his friend.,1,3824
3825,John put his books in the attic.,1,3825
3826,The government kept all the money.,1,3826
3827,John hit the ball with a bat.,1,3827
3828,John wiped the window with a towel.,1,3828
3829,The cat chased pat the mouse.,0,3829
3830,The mouse was chased by the cat.,1,3830
3831,There still remains an issue to be solved.,1,3831
3832,There lived a man with his grandson.,0,3832
3833,"There arrived a tall, red haired and incredibly well dressed man.",1,3833
3834,There sang a man with a pipe.,1,3834
3835,There dances a man with an umbrella.,0,3835
3836,John resembles his mother.,1,3836
3837,A is similar to B.,0,3837
3838,John runs into the house.,0,3838
3839,Mary looked at the sky.,1,3839
3840,The school awarded a few of the girls in Miss Kim's class scholarships.,0,3840
3841,She was the nicest teacher in the Senior School.,1,3841
3842,They elected him America's 31st President.,0,3842
3843,The next morning we set out for Seoul.,1,3843
3844,Doing syntax is not easy.,0,3844
3845,He saw the man with the stick.,0,3845
3846,They parted the best of friends.,1,3846
3847,In the summer we always go to France.,0,3847
3848,Last year I saw this film several times.,1,3848
3849,He baked Tom the bread last night.,1,3849
3850,That they have completed the course is amazing.,1,3850
3851,The teacher made students happy.,0,3851
3852,We reminded him of the agreement.,0,3852
3853,In the garden stands a statue.,0,3853
3854,In the garden stand a statue.,0,3854
3855,Among the guests was sitting my friend Louise.,0,3855
3856,Among the guests were sitting my friend Louise.,0,3856
3857,This proved my hypothesis.,1,3857
3858,The students all enjoyed that summer.,0,3858
3859,The students all worked that summer.,0,3859
3860,The scientist made her a robot.,1,3860
3861,The students called me a teacher.,1,3861
3862,A big green insect flew into the soup.,0,3862
3863,John's mother sent a letter to Mary.,1,3863
3864,We placed the cheese in the refrigerator.,0,3864
3865,Frank threw himself into the sofa.,1,3865
3866,The ice melted.,1,3866
3867,The vacuum cleaner frightens the child.,1,3867
3868,"Scientists found that the birds sang well in the evenings, but performed badly in the mornings.",0,3868
3869,John put his gold.,0,3869
3870,John put his gold safe.,0,3870
3871,John put his gold to be under the bathtub.,1,3871
3872,John put his gold under the bathtub.,1,3872
3873,This is the box in which John put his gold.,0,3873
3874,This is the gold that John put under the bathtub.,1,3874
3875,The king kept put his gold under the bathtub.,0,3875
3876,The king kept putting his gold under the bathtub.,0,3876
3877,The defendant denied the accusation.,0,3877
3878,The defendant denied.,0,3878
3879,The teacher handed the student a book.,1,3879
3880,The teacher handed the student.,0,3880
3881,They want to leave the meeting.,1,3881
3882,They eager to leave the meeting.,1,3882
3883,The senators know that the president is telling a lie.,0,3883
3884,The senators certain that the president is telling a lie.,0,3884
3885,be eager to leave the meeting.,1,3885
3886,The senators to be certain that the president is telling a lie.,1,3886
3887,The senators be certain that the president is telling a lie.,1,3887
3888,Tom offered advice to his students in his office.,0,3888
3889,Tom offered advice to his students with love.,0,3889
3890,John kept him behind the garage.,1,3890
3891,John stayed Kim behind the garage.,1,3891
3892,John placed him busy.,1,3892
3893,John kept him busy.,1,3893
3894,John stayed him busy.,1,3894
3895,John placed behind the counter.,1,3895
3896,John kept behind the counter.,0,3896
3897,John stayed behind the counter.,0,3897
3898,John deposited some money in the bank.,0,3898
3899,John deposited some money in the bank on Friday.,1,3899
3900,The UN blamed global warming on humans on natural causes.,0,3900
3901,Kim and Sandy met in Seoul in the lobby of the Lotte Hotel in March.,1,3901
3902,John deposited some money in the checking account and Mary did the same thing.,0,3902
3903,John deposited some money in the checking account on Friday and Mary did the same thing.,1,3903
3904,John deposited some money in the checking account on Friday and Mary did the same thing on Monday.,1,3904
3905,John deposited some money in the checking account and Mary did the same thing in the savings account.,1,3905
3906,John gave a present to the student and Mary did the same thing to the teacher.,1,3906
3907,John locked Fido in the garage and Mary did so in the room.,0,3907
3908,John ate a carrot and Mary did so a radish.,1,3908
3909,Kim jogs on the hill.,1,3909
3910,Kim jogs under the hill.,0,3910
3911,Kim jogs over the hill.,0,3911
3912,Kim depends.,1,3912
3913,Kim relies on Sandy.,1,3913
3914,Kim depends on Sandy.,0,3914
3915,Kim depends at Sandy.,0,3915
3916,John met a student in the park.,1,3916
3917,John met in the park a student.,1,3917
3918,The problem disappeared the accusation.,0,3918
3919,The problem disappeared.,1,3919
3920,The boy gave the book.,1,3920
3921,The boy gave the baby the book.,1,3921
3922,The bird devours the worm.,1,3922
3923,The birds devour the worm.,0,3923
3924,Every photo of Max and sketch by his students appeared in the magazine.,0,3924
3925,No photo of Max and sketch by his students appeared in the magazine.,1,3925
3926,Sketch by his students appeared in the magazine.,0,3926
3927,The present king of country music is more popular than the last one.,0,3927
3928,The king of Rock and Roll is more popular than the one of country music.,0,3928
3929,Which student were you talking about?,1,3929
3930,John put in the box.,1,3930
3931,In the box put John the book.,1,3931
3932,The election results surprised everybody.,1,3932
3933,That he won the election surprised everybody.,1,3933
3934,John disappeared.,0,3934
3935,John disappeared Bill.,1,3935
3936,John coughed.,0,3936
3937,John coughed the money.,0,3937
3938,The president looked weary.,0,3938
3939,The teacher became tired of the students.,1,3939
3940,The lasagna tasted delicious.,0,3940
3941,John remained somewhat calm.,1,3941
3942,The jury seemed ready to leave.,1,3942
3943,John became a success.,1,3943
3944,John seemed a fool.,0,3944
3945,John remained a student.,1,3945
3946,John saw Fred.,0,3946
3947,Alice typed the letter.,0,3947
3948,Clinton supported the health care bill.,1,3948
3949,Raccoons destroyed the garden.,1,3949
3950,The school board leader asked the students a question.,1,3950
3951,John taught new students English Syntax.,0,3951
3952,The school board leader asked a question of the students.,1,3952
3953,The sexual revolution makes some people uncomfortable.,0,3953
3954,Ad agencies call young people Generation X-ers.,1,3954
3955,Historians believe FDR to be our most effective president.,0,3955
3956,John carried to the door.,0,3956
3957,Tom locked Fido in the garage.,1,3957
3958,Tom bathed Fido in the garage.,0,3958
3959,Tom placed it under the table.,1,3959
3960,Tom played it under the table.,1,3960
3961,I wonder if you will come back tomorrow.,1,3961
3962,You would have a reply if you come back tomorrow.,1,3962
3963,Tom hid the manuscript in the cupboard.,0,3963
3964,Fred hired Sharon to change the oil.,0,3964
3965,They pushed the prisoners into the truck.,0,3965
3966,Frank hopes to persuade Harry to make the cook wash the dishes.,1,3966
3967,George mailed the attorney his photograph of the accident.,0,3967
3968,Tom keeps asking Karen's sister to buy the car.,0,3968
3969,Jane left the book on the table.,1,3969
3970,We have not confirmed whether the flight had been booked.,1,3970
3971,We saw him beaten by the champion.,0,3971
3972,They confined his remarks to the matter under discussion.,1,3972
3973,Oliver ascribed his longevity there.,1,3973
3974,Oliver mentioned Charles the problem.,0,3974
3975,Oliver fined ten pounds to the prisoner.,1,3975
3976,Oliver drove me a lunatic.,1,3976
3977,Oliver addressed the king the letter.,0,3977
3978,"The students of English from Seoul faced many issues in the process of interpreting, transcribing, and editing the poems.",0,3978
3979,The love of my life and father of my children would never do such a thing.,0,3979
3980,The museum displayed no painting by Miro or drawing by Klee.,0,3980
3981,"By law, every dog and cat in the area has to be neutered.",0,3981
3982,Learning to use a language freely and fully is a lengthy and arduous process.,1,3982
3983,Kim put the book in the box.,0,3983
3984,Kim put the book.,1,3984
3985,Is putting the book in the box.,0,3985
3986,Talked with Bill about the exam.,1,3986
3987,They wrote to her.,0,3987
3988,They are kind to her.,0,3988
3989,They want to write to her.,1,3989
3990,They want to wrote to her.,0,3990
3991,They want to be kind to her.,1,3991
3992,They want to are kind to her.,0,3992
3993,The student knows the answers.,1,3993
3994,The student knew the answers.,1,3994
3995,The students know the answers.,1,3995
3996,The student knowing the answers.,0,3996
3997,The student known the answers.,0,3997
3998,He is writing another long book about beavers.,0,3998
3999,"Broadly speaking, the project was successful.",0,3999
4000,He is proud of his son's passing the bar exam.,1,4000
4001,The chicken has eaten.,0,4001
4002,The chicken was eaten.,0,4002
4003,"Seen from this perspective, there is no easy solution.",0,4003
4004,The monkeys kept forgetting their lines.,0,4004
4005,The monkeys kept forgot their lines.,0,4005
4006,The monkeys kept forgotten their lines.,1,4006
4007,We caught them ate the bananas.,0,4007
4008,We caught them eat the bananas.,1,4008
4009,We caught them eaten the bananas.,0,4009
4010,John made Mary cook Korean food.,0,4010
4011,John made Mary to cook Korean food.,1,4011
4012,John made Mary cooking Korean food.,1,4012
4013,The monkey seems despondent that it is in a cage.,0,4013
4014,The monkey seems despondent.,0,4014
4015,He seems intelligent to study medicine.,1,4015
4016,He seems intelligent to study medicine.,0,4016
4017,Monkeys are eager to leave.,1,4017
4018,Monkeys are eager leaving the compound.,0,4018
4019,The chickens seem fond with the farmer.,0,4019
4020,The foxes seem compatible with the chickens.,0,4020
4021,The foxes seem compatible for the chickens.,0,4021
4022,These are similar to the bottles.,1,4022
4023,These are similar with the bottles.,1,4023
4024,The teacher is proud of his students.,1,4024
4025,The teacher is proud with his students.,1,4025
4026,The contract is subject to approval by my committee.,0,4026
4027,The contract is subject for approval by my committee.,0,4027
4028,There exists only one truly amphibian mammal.,1,4028
4029,There arose a great storm.,1,4029
4030,There exist few solutions which are cost-effective.,0,4030
4031,There is a riot in the park.,1,4031
4032,There remained just a few problems to be solved.,1,4032
4033,There runs a man in the park.,1,4033
4034,There sings a man loudly.,0,4034
4035,They believe that Charles Darwin's theory of evolution is just a scientific theory.,0,4035
4036,They believe Charles Darwin's theory of evolution is just a scientific theory.,1,4036
4037,John demanded that she stop phoning him.,0,4037
4038,Joe warned the class that the exam would be difficult.,1,4038
4039,We told Tom that he should consult an accountant.,0,4039
4040,Mary convinced me that the argument was sound.,0,4040
4041,Tom intends for Sam to review that book.,0,4041
4042,John would prefer for the children to finish the oatmeal.,0,4042
4043,For John to either make up such a story or repeat it is outrageous.,1,4043
4044,For John either to make up such a story or to repeat it is outrageous.,0,4044
4045,For John to tell Bill such a lie and Bill to believe it is outrageous.,0,4045
4046,John intends to review the book.,1,4046
4047,John would prefer to finish the oatmeal.,0,4047
4048,Tom tried to ask a question.,1,4048
4049,Tom tried for Bill to ask a question.,1,4049
4050,Tom tends to avoid confrontations.,1,4050
4051,Tom tends for Mary to avoid confrontations.,0,4051
4052,Joe hoped to find a solution.,0,4052
4053,Joe hoped for Beth to find a solution.,0,4053
4054,John believed it.,0,4054
4055,John believed that he is honest.,0,4055
4056,John mentioned the issue to me.,0,4056
4057,John mentioned to me that the question is an issue.,1,4057
4058,She pinched his arm as hard as she could.,1,4058
4059,She pinched that he feels pain.,1,4059
4060,We hope that such a vaccine could be available in ten years.,1,4060
4061,We hope the availability of such a vaccine in ten years.,1,4061
4062,Cohen proved the independence of the continuum hypothesis.,1,4062
4063,Cohen proved that the continuum hypothesis was independent.,0,4063
4064,John bothers me.,0,4064
4065,That John coughed bothers me.,1,4065
4066,John loves Bill.,1,4066
4067,That John coughs loves Bill.,0,4067
4068,That John sold the ostrich surprised Bill.,1,4068
4069,For John to train his horse would be desirable.,1,4069
4070,To train his horse would be desirable.,1,4070
4071,That the king or queen be present is a requirement on all Royal weddings.,1,4071
4072,Which otter you should adopt first is unclear.,0,4072
4073,That Tom missed the lecture was enjoyable.,1,4073
4074,For John to remove the mother is undeniable.,0,4074
4075,How much money Gordon spent is true.,1,4075
4076,Tom is confident that the elephants respect him.,1,4076
4077,Tom is insistent that the defendants be truthful.,0,4077
4078,Tom seems eager for her brother to catch a cold.,1,4078
4079,Tom seems eager to catch a cold.,0,4079
4080,I am ashamed that I neglected you.,1,4080
4081,I am delighted that Mary finished his thesis.,1,4081
4082,We were thankful that no one had been hurt.,0,4082
4083,We were glad it was over.,1,4083
4084,Bill alleged that Fred signed the check.,1,4084
4085,We believe that the directors were present.,1,4085
4086,We convinced him that the operation is safe.,1,4086
4087,Alan is thinking about that his students are eager to learn English.,0,4087
4088,Fred is counting on for Tom to make an announcement.,1,4088
4089,The outcome depends on how many candidates participate in the election.,1,4089
4090,Fred is thinking about whether he should stay in Seoul.,0,4090
4091,The offer made Smith admire the administrators.,1,4091
4092,John tried to make Sam let George ask Bill to keep delivering the mail.,1,4092
4093,John enjoyed drawing trees for his syntax homework.,1,4093
4094,The picture on the wall reminded him of his country.,1,4094
4095,Free enterprise is compatible with American values and traditions.,0,4095
4096,We need to be in frequent contact with the clients.,0,4096
4097,Acknowledge that everyone has limits.,0,4097
4098,We are aware of the existing problems.,0,4098
4099,Why don't you leaving me concentrate on my work?,1,4099
4100,The general commended that all troops was in dress uniform.,0,4100
4101,My morning routine features swim free styles slowly for one hour.,0,4101
4102,You should avoid to travel in the rush hour.,0,4102
4103,You should attempt answering every question.,1,4103
4104,The authorities blamed Greenpeace with the bombing.,1,4104
4105,The authorities charged the students of the cheating.,1,4105
4106,Sharon has been eager finishing the book.,1,4106
4107,We respect Mary's desire for becoming famous.,0,4107
4108,John referred from the building.,0,4108
4109,John died to heart disease.,1,4109
4110,We were glad what to do.,0,4110
4111,She was busy to make lunch.,0,4111
4112,The constant rain forced the abandonment of the next day's competitions.,0,4112
4113,Aloe may have an analgesic effect on inflammation and minor skin irritations.,0,4113
4114,The public never had faith in his ability to handle the job.,0,4114
4115,He repeated his claim that the people backed his action.,1,4115
4116,We made them take the money.,1,4116
4117,We made them are rude.,0,4117
4118,Do not use these words in the beginning of a sentence.,0,4118
4119,We know the defendants seem eager to testify against the criminal.,0,4119
4120,Jane isn't sure whether the students keep the books.,0,4120
4121,Book is available in most countries.,1,4121
4122,Student studies English for 4 hours a day.,0,4122
4123,Students study English for 4 hours a day.,0,4123
4124,His friend learned dancing.,0,4124
4125,My bother's friend learned dancing.,1,4125
4126,The president's bodyguard learned surveillance.,0,4126
4127,The King of Rock and Roll's records led to dancing.,1,4127
4128,President Lincoln delivered his Gettysburg Address in 1863.,1,4128
4129,President Lincoln delivered her Gettysburg Address in 1863.,0,4129
4130,"After reading the pamphlet, Judy threw them into the garbage can.",0,4130
4131,"After the party, I asked myself why I had faxed invitations to everyone in my office building.",1,4131
4132,Edward usually remembered to send a copy of his e-mail to himself.,1,4132
4133,No John Smiths attended the meeting.,1,4133
4134,This John Smith lives in Seoul.,1,4134
4135,There are three Davids in my class.,0,4135
4136,It's nothing like the America I remember.,0,4136
4137,My brother is an Einstein at maths.,0,4137
4138,"In the book, he talks about his ups and downs at school.",1,4138
4139,"If John wants to succeed in corporate life, he has to know the rules of the game.",0,4139
4140,The critique of Plato's Republic was written from a contemporary point of view.,1,4140
4141,The characters in Shakespeare's Twelfth Night live in a world that has been turned upside-down.,1,4141
4142,The characters in Shakespeare's Twelfth Night lives in a world that has been turned upside-down.,1,4142
4143,Students studying English read Conrad's Heart of Darkness while at university.,1,4143
4144,You is the only person that I can rely on.,1,4144
4145,You are the only person that I can rely on.,0,4145
4146,He is the only person that I can rely on.,1,4146
4147,He are the only person that I can rely on.,1,4147
4148,The boy swims.,1,4148
4149,The boys swim.,0,4149
4150,"King prawns cooked in chili salt and pepper was very much better, a simple dish deliciously executed.",1,4150
4151,Four pounds was quite a bit of money in 1950 and it was not easy to come by.,1,4151
4152,Five pounds is a lot of money.,0,4152
4153,Five pounds are a lot of money.,0,4153
4154,Two drops sanitize anything in your house.,0,4154
4155,Two drops sanitize anything in your house.,1,4155
4156,Fifteen dollars in a week is much.,1,4156
4157,Fifteen dollars in a week are not much.,1,4157
4158,Fifteen years represents a long period of his life.,1,4158
4159,Fifteen years represent a long period of his life.,0,4159
4160,Two miles is as far as they can walk.,0,4160
4161,Two miles are as far as they can walk.,0,4161
4162,This Government have been more transparent in the way they have dealt with public finances than any previous government.,1,4162
4163,This Government has been more transparent in the way they have dealt with public finances than any previous government.,1,4163
4164,In preparation for the return fixture this team has trained more efficiently than they had in recent months.,0,4164
4165,She doesn't believe much of that story.,0,4165
4166,We listened to as little of his speech as possible.,0,4166
4167,How much of the fresco did the flood damage?,1,4167
4168,She doesn't believe much story.,0,4168
4169,We listened to as little speech as possible.,1,4169
4170,How much fresco did the flood damage?,1,4170
4171,I read some book.,0,4171
4172,One of the people was dying of thirst.,1,4172
4173,Many of the people were dying of thirst.,0,4173
4174,One people was dying of thirst.,1,4174
4175,Many people were dying of thirst.,0,4175
4176,Each of the suggestions is acceptable.,1,4176
4177,Neither of the cars has air conditioning.,1,4177
4178,None of these men wants to be president.,1,4178
4179,Most of the children are here.,0,4179
4180,Some of the soup needs more salt.,0,4180
4181,Some of the diners need menus.,0,4181
4182,All of the land belongs to the government.,0,4182
4183,All of these cars belong to me.,0,4183
4184,John is in the room.,1,4184
4185,I am fond of him.,0,4185
4186,Most of John's boat has been repainted.,1,4186
4187,Some of the record contains evidence of wrongdoing.,0,4187
4188,Much of that theory is unfounded.,0,4188
4189,One of the story has appeared in your newspaper.,1,4189
4190,He is afraid of foxes.,0,4190
4191,It is a wooden desk.,1,4191
4192,It is the main street.,1,4192
4193,It is an alive fish.,0,4193
4194,They are afraid people.,0,4194
4195,This objection is main.,1,4195
4196,This fact is key.,1,4196
4197,The man eager to start the meeting is John's sister.,0,4197
4198,The man holding the bottle disappeared.,0,4198
4199,The papers removed from the safe have not been found.,0,4199
4200,The money that you gave me disappeared last night.,1,4200
4201,John in the doorway waved to his father.,0,4201
4202,He in the doorway waved to his father.,1,4202
4203,and index values of the subject and the main verb.,0,4203
4204,Neither of these men is worthy to lead Italy.,1,4204
4205,None of his customary excuses suffices Edgar now.,1,4205
4206,One of the problems was the robins.,1,4206
4207,All of the plant virus web sites have been conveniently collected in one central location.,0,4207
4208,Some of the water from melted snow also goes into the ground for plants.,0,4208
4209,Most of the milk your baby consumes during breastfeeding is produced during nursing.,1,4209
4210,All special rights of voting in the election were abolished.,0,4210
4211,One of major factors affecting the value of diamonds was their weight.,1,4211
4212,Each of these stones has to be cut and polished.,0,4212
4213,Most of her free time was spent attending concerts and plays or visiting museums and art galleries.,1,4213
4214,The committee was unanimous in their decision.,1,4214
4215,The committee have all now resigned.,0,4215
4216,The committee has all now resigned.,1,4216
4217,The crew have both agreed to change sponsor.,0,4217
4218,The crew has both agreed to change sponsor.,0,4218
4219,Her family is all avid skiers.,1,4219
4220,Her family are all avid skiers.,1,4220
4221,A variety of styles have been in vogue for the last year.,1,4221
4222,Both of the workers will wear carnations.,1,4222
4223,Both the workers will wear carnations.,1,4223
4224,Both will wear carnations.,1,4224
4225,Few doctors approve of our remedy.,0,4225
4226,Few approve of our remedy.,0,4226
4227,An example of these substances be tobacco.,1,4227
4228,The effectiveness of teaching and learning depend on several factors.,0,4228
4229,One of the most serious problems that some students have be lack of motivation.,0,4229
4230,Ten years be a long time to spend in prison.,1,4230
4231,Everyone of us be given a prize.,1,4231
4232,Some of the fruit be going bad.,0,4232
4233,All of his wealth come from real estate investments.,1,4233
4234,Do some of your relatives live nearby?,1,4234
4235,Fifty pounds seem like a lot of weight to lose in one year.,0,4235
4236,News of Persephone and Demeter reach the great gods and goddesses of Olympus.,0,4236
4237,Half of the year be dark and wintry.,1,4237
4238,Some of the promoters of ostrich meat compare its taste to beef tenderloin.,1,4238
4239,The committee hasn't yet made up its mind.,0,4239
4240,The committee hasn't yet made up their mind.,0,4240
4241,The committee haven't yet made up their mind.,0,4241
4242,The committee haven't yet made up its mind.,1,4242
4243,"That dog is so ferocious, it even tried to bite himself.",0,4243
4244,I washed me.,1,4244
4245,I washed myself.,1,4245
4246,You washed myself.,1,4246
4247,I washed you.,0,4247
4248,He kicked you.,0,4248
4249,I washed yourself.,0,4249
4250,You washed yourself.,0,4250
4251,Harry says that Sally dislikes him.,0,4251
4252,Harry says that Sally dislikes himself.,1,4252
4253,Sally wishes that everyone would praise herself.,0,4253
4254,Sally believes that she is brilliant.,0,4254
4255,Sally believes that herself is brilliant.,1,4255
4256,The power of your mind and the power of your body have a tight connection.,1,4256
4257,John tries to fix the computer.,1,4257
4258,John seems to fix the computer.,1,4258
4259,Mary persuaded John to fix the computer.,1,4259
4260,Mary expected John to fix the computer.,0,4260
4261,John to fix the computer.,1,4261
4262,Seems John to fix the computer.,1,4262
4263,John tries to be honest.,1,4263
4264,John seems to be honest.,1,4264
4265,John makes efforts for himself to be honest.,1,4265
4266,It seems that John is honest.,0,4266
4267,It tends to be warm in September.,0,4267
4268,It seems to bother Kim that they resigned.,0,4268
4269,It tries to be warm in September.,1,4269
4270,It hopes to bother Kim that they resigned.,1,4270
4271,It is easy to please Kim.,0,4271
4272,John is eager to please Kim.,0,4272
4273,There tries to be warm in September.,1,4273
4274,There hopes to bother Kim that they resigned.,0,4274
4275,It is eager to please Kim.,0,4275
4276,Stephen seemed to be intelligent.,1,4276
4277,It seems to be easy to fool Ben.,1,4277
4278,There is likely to be a letter in the mailbox.,0,4278
4279,Tabs are likely to be kept on participants.,0,4279
4280,John seems to be easy to fool Ben.,1,4280
4281,John is likely to be kept on participants.,1,4281
4282,Sandy tried to eat oysters.,1,4282
4283,There tried to be riots in Seoul.,1,4283
4284,It tried to bother me that Chris lied.,0,4284
4285,Tabs try to be kept on Bob by the FBI.,0,4285
4286,That he is clever is eager to be obvious.,1,4286
4287,The king thanked the man.,1,4287
4288,The color red seems to be his favorite color.,1,4288
4289,The cat seems to be out of the bag.,1,4289
4290,The dentist is likely to examine Pat.,0,4290
4291,Pat is likely to be examined by the dentist.,0,4291
4292,The dentist is eager to examine Pat.,1,4292
4293,Pat is eager to be examined by the dentist.,1,4293
4294,Stephen believed Ben to be careful.,0,4294
4295,Stephen persuaded Ben to be careful.,1,4295
4296,Stephen believed it to be easy to please Kim.,0,4296
4297,Stephen persuaded it to be easy to please Kim.,0,4297
4298,Stephen believed there to be a fountain in the park.,0,4298
4299,Stephen persuaded there to be a fountain in the park.,0,4299
4300,Stephen believed the cat to be out of the bag.,0,4300
4301,Stephen persuaded the cat to be out of the bag.,0,4301
4302,The dentist was believed to have examined Pat.,1,4302
4303,Pat was believed to have been examined by the dentist.,0,4303
4304,The dentist was persuaded to examine Pat.,0,4304
4305,Stephen seems to be irritating.,1,4305
4306,Tom believes Stephen to be irritating.,1,4306
4307,John persuaded Stephen to be more careful.,1,4307
4308,It seemed to be intelligent.,1,4308
4309,It seemed to rain.,0,4309
4310,There seemed to be a fountain in the park.,0,4310
4311,Stephen tried to be intelligent.,1,4311
4312,It tried to be intelligent.,1,4312
4313,There tried to be intelligent.,1,4313
4314,It tried to rain.,0,4314
4315,There tried to be a fountain in the park.,0,4315
4316,Someone tried to leave the town.,1,4316
4317,There seems to be a fountain in the park.,1,4317
4318,It seems to be a fountain in the park.,0,4318
4319,John seems to be a fountain in the park.,1,4319
4320,We believed there to be a fountain in the park.,1,4320
4321,We believed it to be a fountain in the park.,0,4321
4322,There tries to leave the country.,1,4322
4323,We believed it to try to leave the country.,1,4323
4324,We believed there to try to leave the country.,1,4324
4325,We believed John to try to leave the country.,0,4325
4326,The cat tries to be out of the bag.,0,4326
4327,They persuaded me to leave.,0,4327
4328,They promised me to leave.,1,4328
4329,They persuaded it to rain.,1,4329
4330,They promised it to rain.,0,4330
4331,Under the bed is a fun place to hide.,1,4331
4332,Under the bed wants to be a fun place to hide.,1,4332
4333,Kim may have admitted to let Mary mow the lawn.,1,4333
4334,Gregory appears to have wanted to be loyal to the company.,1,4334
4335,Jones would prefer for it to be clear to Barry that the city plans to sue him.,1,4335
4336,John continues to avoid the conflict.,1,4336
4337,The captain ordered the troops to proceed.,1,4337
4338,He coaxed his brother to give him the candy.,1,4338
4339,John wants it to be clear to Ben that the city plans to honor him.,1,4339
4340,John seems to rain.,1,4340
4341,John is likely to appear that he will win the game.,0,4341
4342,Beth tried for Bill to ask a question.,0,4342
4343,He believed there to be likely that he won the game.,0,4343
4344,It is likely to seem to be arrogant.,0,4344
4345,Sandy appears that Kim is happy.,1,4345
4346,Dana would be unlikely for Pat to be called upon.,1,4346
4347,Robin is nothing in the box.,1,4347
4348,It said that Kim was happy.,1,4348
4349,There preferred for Sandy to get the job.,0,4349
4350,There is only one chemical substance involved in nerve transmission.,1,4350
4351,There are only one chemical substance involved in nerve transmission.,1,4351
4352,There is more chemical substances involved in nerve transmission.,0,4352
4353,There are more chemical substances involved in nerve transmission.,1,4353
4354,There is believed to be a sheep in the park.,0,4354
4355,There is believed to be a sheep in the park.,1,4355
4356,There are believed to be sheep in the park.,1,4356
4357,There seems to be no student absent.,1,4357
4358,There are likely to be no student absent.,1,4358
4359,There is likely to be no student absent.,1,4359
4360,Pat expected Leslie to be aggressive.,0,4360
4361,Pat persuaded Leslie to be aggressive.,1,4361
4362,Pat promised Leslie to be aggressive.,0,4362
4363,Kevin urged Anne to be loyal to her.,0,4363
4364,We expect the dentist to examine us.,0,4364
4365,We expect the dentist to examine ourselves.,0,4365
4366,We expect them to examine themselves.,0,4366
4367,We persuaded the dentist to examine us.,1,4367
4368,We persuaded the dentist to examine ourselves.,0,4368
4369,We persuaded them to examine themselves.,1,4369
4370,We persuaded them to examine them.,0,4370
4371,"John may drink water, and Bill drink beer.",1,4371
4372,Tom will not leave.,0,4372
4373,Tom kicked not a ball.,1,4373
4374,Will Tom leave the party now?,1,4374
4375,Left Tom the party already?,0,4375
4376,John couldn't leave the party.,1,4376
4377,John leftn't the party early.,1,4377
4378,"If anybody is spoiling the children, John is.",0,4378
4379,"If anybody keeps spoiling the children, John keeps.",0,4379
4380,"You should leave, shouldn't you?",1,4380
4381,"You didn't leave, left you?",1,4381
4382,She would never believe that story.,0,4382
4383,She believed never his story.,0,4383
4384,The boys will all be there.,0,4384
4385,Our team played all well.,0,4385
4386,The children will have been being entertained.,1,4386
4387,The house is been remodelling.,1,4387
4388,Margaret has had already left.,1,4388
4389,He has will seeing his children.,0,4389
4390,He has been must being interrogated by the police at that very moment.,1,4390
4391,Mary solved the problem.,0,4391
4392,Mary would solve the problem.,1,4392
4393,Mary was solving the problem.,1,4393
4394,Mary would easily solve the problem.,0,4394
4395,Mary not avoided Bill.,0,4395
4396,Mary did not avoid Bill.,0,4396
4397,Fred must have been singing songs and probably was drinking beer.,0,4397
4398,Fred must both have been singing songs and have been drinking beer.,0,4398
4399,Fred must have both been singing songs and been drinking beer.,1,4399
4400,Fred must have been both singing songs and drinking beer.,1,4400
4401,There might be a unicorn in the garden.,1,4401
4402,It will rain tomorrow.,1,4402
